"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"192.168.100.8";"49427";"172.172.255.218";"443";"5244";"svchost";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"49700";"20.50.201.206";"443";"5056";"MpDefenderCoreService";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"52701";"200.42.122.17";"443";"4928";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"52707";"32.184.133.118";"443";"4928";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"52747";"52.123.245.49";"443";"5056";"MpDefenderCoreService";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"54357";"172.172.255.217";"443";"16368";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"54397";"31.13.94.52";"5222";"21704";"msedgewebview2";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1840";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1524";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1348";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2412";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3320";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4448";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1496";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"10388";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5357";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.100.8";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
