"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"172.19.19.114";"49411";"4.145.79.82";"443";"5020";"svchost";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"50060";"172.217.28.14";"443";"18864";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.114";"53601";"142.251.129.101";"443";"18864";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"53705";"150.171.27.11";"443";"10464";"msedge";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"54898";"142.251.129.101";"443";"18864";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"54899";"40.126.45.17";"443";"7016";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"54944";"150.171.110.39";"443";"10464";"msedge";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"55055";"150.171.28.11";"443";"10464";"msedge";"BASE"
"TCP";"ESTABLISHED";"172.19.19.114";"55068";"52.40.229.97";"443";"4996";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"55071";"151.101.218.172";"80";"4388";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"55073";"142.251.128.67";"80";"4388";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.19.114";"55074";"151.101.218.172";"80";"4388";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"55076";"151.101.218.172";"80";"4388";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"55077";"142.251.128.67";"80";"4388";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.19.114";"55078";"23.49.201.125";"80";"4388";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"55079";"23.11.35.158";"80";"4388";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.19.114";"55080";"204.79.197.203";"80";"4388";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.19.114";"55081";"151.101.218.172";"80";"4388";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"55082";"4.145.79.82";"443";"5212";"OneDrive";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"55085";"3.162.185.13";"80";"4556";"AnyDesk";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"56135";"13.89.178.27";"443";"10464";"msedge";"BASE"
"TCP";"ESTABLISHED";"172.19.19.114";"56137";"52.123.245.35";"443";"17028";"OneDrive.Sync.Service";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"56138";"148.113.190.78";"17301";"4964";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"56140";"40.126.45.17";"443";"7016";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"58080";"142.251.134.197";"443";"18864";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"59215";"52.97.28.194";"443";"10464";"msedge";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"59234";"151.101.218.172";"80";"4388";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"59238";"200.42.122.18";"443";"15752";"MicrosoftStartFeedProvider";"BASE"
"TCP";"ESTABLISHED";"172.19.19.114";"59242";"13.107.13.93";"443";"22380";"PhoneExperienceHost";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"59245";"52.40.229.97";"443";"4996";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"59248";"52.40.229.97";"443";"4996";"mc-fw-host";"BASE"
"TCP";"ESTABLISHED";"172.19.19.114";"59255";"20.189.173.18";"443";"15752";"MicrosoftStartFeedProvider";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"59480";"44.239.65.231";"443";"18864";"chrome";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"59914";"200.42.122.8";"443";"18864";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.114";"64330";"79.127.252.107";"443";"4556";"AnyDesk";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.114";"65218";"142.251.0.188";"5228";"18864";"chrome";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1808";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"43141";"0.0.0.0";"0";"8328";"uTorrent";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1492";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1316";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2464";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"2796";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4304";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1464";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"11356";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5357";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"4556";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"59251";"0.0.0.0";"0";"18644";"helper";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"63178";"0.0.0.0";"0";"18644";"helper";"OBSERVACION"
"TCP";"LISTENING";"172.19.19.114";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"172.19.19.114";"56138";"0.0.0.0";"0";"4964";"RvControlSvc";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
