"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"192.168.100.8";"49428";"172.172.255.218";"443";"5268";"svchost";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"49826";"8.8.8.8";"443";"3036";"msedge";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49967";"138.97.177.20";"50991";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49968";"168.90.73.130";"55558";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49970";"138.97.177.80";"60690";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"50279";"142.251.129.46";"443";"16640";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"51923";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"51926";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"51927";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"52138";"31.13.94.52";"443";"16640";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"52303";"20.190.173.129";"443";"19628";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"55503";"3.163.139.116";"443";"3036";"msedge";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"56134";"108.177.123.188";"5228";"16640";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"56193";"200.42.122.8";"443";"16640";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"56195";"172.172.255.218";"443";"25948";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"56217";"20.190.173.129";"443";"19628";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"56349";"52.104.152.39";"443";"25948";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"56397";"52.123.129.14";"443";"16772";"MpDefenderCoreService";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"56403";"95.216.166.190";"443";"5204";"RvControlSvc";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"57374";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"57376";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"57377";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"57378";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"57387";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"59913";"95.216.166.190";"443";"5204";"RvControlSvc";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"60047";"138.97.177.156";"62945";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"60048";"138.97.177.80";"65185";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"60056";"138.97.177.156";"63251";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"61318";"20.190.173.129";"443";"19628";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"61731";"189.1.174.47";"80";"21992";"AnyDesk";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"61734";"138.97.177.156";"43991";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"62318";"8.8.8.8";"443";"3036";"msedge";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"63007";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"63009";"45.162.230.182";"17351";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1832";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1516";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1336";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2432";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3304";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4552";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1488";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"11784";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"56399";"0.0.0.0";"0";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"60776";"0.0.0.0";"0";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"21992";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7680";"0.0.0.0";"0";"19164";"svchost";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"5939";"0.0.0.0";"0";"5932";"TeamViewer_Service";"OBSERVACION"
"TCP";"LISTENING";"192.168.100.8";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.100.8";"56398";"0.0.0.0";"0";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"LISTENING";"192.168.100.8";"59913";"0.0.0.0";"0";"5204";"RvControlSvc";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
