"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"172.19.19.151";"49408";"172.172.255.216";"443";"5272";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.19.151";"49675";"103.88.232.63";"443";"4720";"AnyDesk";"BASE"
"TCP";"ESTABLISHED";"172.19.19.151";"49680";"148.113.190.78";"17301";"2288";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"49691";"45.162.230.182";"17351";"2288";"RvControlSvc";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"49756";"54.224.94.179";"443";"5004";"mc-fw-host";"BASE"
"TCP";"ESTABLISHED";"172.19.19.151";"49767";"13.69.141.149";"443";"7912";"gamingservices";"BASE"
"TCP";"ESTABLISHED";"172.19.19.151";"49768";"184.34.138.167";"443";"5004";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.151";"49769";"20.190.173.1";"443";"2812";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"49771";"20.201.192.98";"443";"7912";"gamingservices";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"49772";"2.18.57.23";"443";"2664";"Lenovo.Modern.ImController";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"49773";"40.126.45.19";"443";"2812";"svchost";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.151";"49774";"184.34.138.167";"443";"5004";"mc-fw-host";"BASE"
"TCP";"ESTABLISHED";"172.19.19.151";"49775";"2.20.140.32";"443";"7912";"gamingservices";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"49776";"13.107.5.93";"443";"12456";"CrossDeviceService";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"49777";"13.107.253.33";"443";"10920";"svchost";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.151";"49778";"128.85.75.152";"443";"3716";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"51045";"34.218.82.197";"443";"5004";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.151";"51048";"128.85.75.152";"443";"3716";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"51050";"13.107.253.33";"443";"15252";"RuntimeBroker";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.151";"51054";"23.198.211.38";"443";"13984";"backgroundTaskHost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"51055";"204.79.197.203";"80";"13984";"backgroundTaskHost";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.151";"51066";"4.160.58.169";"443";"5352";"MsMpEng";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"51068";"149.154.166.110";"443";"12372";"powershell";"SOSPECHOSA"
"TCP";"ESTABLISHED";"172.19.19.151";"51070";"150.171.110.40";"443";"14704";"GameBar";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.151";"51072";"2.18.56.8";"443";"16696";"BackgroundTransferHost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"62946";"172.179.57.158";"443";"15252";"RuntimeBroker";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.151";"62948";"23.64.58.145";"443";"13244";"SearchHost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"62949";"52.110.14.80";"443";"13268";"StartMenuExperienceHost";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.151";"62951";"52.97.106.98";"443";"13244";"SearchHost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.151";"62952";"52.110.14.79";"443";"13268";"StartMenuExperienceHost";"BASE"
"TCP";"ESTABLISHED";"172.19.19.151";"62953";"200.42.122.32";"443";"15156";"MicrosoftStartFeedProvider";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1816";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1508";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1332";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2448";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3280";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4424";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1480";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"10920";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5357";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"4720";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"172.19.19.151";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"172.19.19.151";"49680";"0.0.0.0";"0";"2288";"RvControlSvc";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
