"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"172.19.19.115";"49419";"172.172.255.217";"443";"4812";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"49766";"151.101.129.91";"443";"18144";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"49790";"200.42.122.9";"443";"14976";"msedgewebview2";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"50345";"172.19.19.15";"7070";"20612";"AnyDesk";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"50346";"13.82.192.250";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"50612";"141.94.175.218";"443";"8416";"msedgewebview2";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"50726";"23.96.180.189";"443";"16712";"SoftLandingTask";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"50991";"13.82.192.250";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"52006";"200.42.122.17";"443";"8416";"msedgewebview2";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"52889";"216.239.36.223";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"52962";"52.110.14.73";"443";"12528";"explorer";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"54197";"52.110.14.73";"443";"12528";"explorer";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"54198";"52.97.28.178";"443";"12528";"explorer";"NUEVA"
"TCP";"ESTABLISHED";"172.19.19.115";"54199";"52.97.28.162";"443";"12528";"explorer";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"54203";"79.127.252.108";"443";"20612";"AnyDesk";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"54211";"189.1.174.43";"443";"20612";"AnyDesk";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"54338";"5.255.255.77";"443";"8416";"msedgewebview2";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"55326";"216.239.32.223";"443";"18144";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"55380";"98.136.144.138";"443";"18144";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"55455";"142.251.129.10";"443";"18144";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"55992";"13.82.192.250";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"56227";"172.217.192.188";"5228";"18144";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"57971";"13.82.192.250";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"58005";"172.19.19.109";"8009";"18144";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.19.115";"58067";"8.8.4.4";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"58961";"13.82.192.250";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"59423";"8.8.4.4";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"60079";"13.82.192.250";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"60934";"142.251.129.142";"443";"18144";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.19.115";"64157";"172.172.255.217";"443";"11820";"OneDrive";"BASE"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1856";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"43141";"0.0.0.0";"0";"17824";"uTorrent";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1540";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1372";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2464";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3148";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4260";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1492";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"5868";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5357";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"54211";"0.0.0.0";"0";"20612";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"20612";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"56033";"0.0.0.0";"0";"16516";"helper";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"59251";"0.0.0.0";"0";"16516";"helper";"OBSERVACION"
"TCP";"LISTENING";"172.19.19.115";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
