"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"172.19.18.128";"50758";"108.177.123.188";"5228";"28764";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.128";"50760";"172.172.255.218";"443";"29252";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"172.19.18.128";"50763";"103.88.232.75";"443";"9860";"AnyDesk";"BASE"
"TCP";"ESTABLISHED";"172.19.18.128";"58060";"57.144.207.32";"443";"20096";"msedgewebview2";"BASE"
"TCP";"ESTABLISHED";"172.19.18.128";"58350";"149.154.166.110";"443";"2368";"powershell";"SOSPECHOSA"
"TCP";"ESTABLISHED";"172.19.18.128";"60089";"152.236.18.35";"443";"9860";"AnyDesk";"BASE"
"TCP";"ESTABLISHED";"172.19.18.128";"62410";"57.144.207.32";"443";"20096";"msedgewebview2";"BASE"
"TCP";"ESTABLISHED";"172.19.18.128";"64483";"172.172.255.216";"443";"5164";"svchost";"BASE"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1856";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1540";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1364";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2388";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3340";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4388";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1512";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"1660";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"60089";"0.0.0.0";"0";"9860";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"666";"0.0.0.0";"0";"18740";"python";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"9860";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"172.19.18.128";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
