"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"172.19.18.134";"49427";"172.172.255.216";"443";"4880";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.18.134";"57576";"181.30.145.81";"443";"17300";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.134";"57918";"201.212.32.26";"443";"5308";"mc-fw-host";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.134";"57924";"44.240.28.252";"443";"5308";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"172.19.18.134";"60974";"142.251.129.46";"443";"17300";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.134";"61436";"142.251.128.99";"443";"17300";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.134";"61437";"52.123.129.14";"443";"4632";"MpDefenderCoreService";"BASE"
"TCP";"ESTABLISHED";"172.19.18.134";"62091";"172.217.192.188";"5228";"17300";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.134";"64644";"57.144.207.32";"443";"17300";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.18.134";"64709";"142.251.128.99";"443";"17300";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.134";"65362";"189.1.174.39";"443";"3632";"AnyDesk";"BASE"
"TCP";"ESTABLISHED";"172.19.18.134";"65363";"172.172.255.216";"443";"21236";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"172.19.18.134";"7070";"172.19.18.122";"56346";"3632";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1860";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1544";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1368";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2408";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3268";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4408";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49671";"0.0.0.0";"0";"1516";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"10568";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5357";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"65362";"0.0.0.0";"0";"3632";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"3632";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7680";"0.0.0.0";"0";"23728";"svchost";"OBSERVACION"
"TCP";"LISTENING";"172.19.18.134";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
