"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"192.168.0.197";"49413";"172.172.255.217";"443";"5348";"svchost";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"50131";"142.251.0.84";"443";"25736";"chrome";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"50959";"216.239.36.223";"443";"25736";"chrome";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"51059";"172.217.192.188";"5228";"25736";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"51068";"142.251.128.110";"443";"25736";"chrome";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"51880";"200.42.122.10";"443";"17120";"msedge";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"55156";"142.251.128.46";"443";"25736";"chrome";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"55157";"52.104.152.39";"443";"18744";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"56159";"31.13.94.52";"443";"15060";"msedgewebview2";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"56344";"216.239.34.223";"443";"25736";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"57484";"104.18.25.232";"443";"25736";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"57901";"200.42.122.8";"443";"25736";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"59086";"142.251.128.131";"443";"25736";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"59087";"151.101.218.172";"80";"4656";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"59693";"52.97.51.146";"443";"17120";"msedge";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"59706";"172.172.255.218";"443";"18744";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"60395";"131.253.33.203";"443";"17120";"msedge";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"60403";"184.34.34.226";"443";"5088";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"192.168.0.197";"60407";"20.50.201.200";"443";"5464";"MpDefenderCoreService";"NUEVA"
"TCP";"ESTABLISHED";"192.168.0.197";"60711";"34.160.122.198";"443";"25736";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"60980";"20.50.201.206";"443";"17120";"msedge";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"61554";"200.42.122.18";"443";"17120";"msedge";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"61818";"142.251.128.238";"443";"25736";"chrome";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"64065";"142.251.133.225";"443";"25736";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.0.197";"64079";"3.166.135.29";"443";"5088";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"192.168.0.197";"64080";"184.34.34.226";"443";"5088";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"192.168.0.197";"64524";"200.42.122.24";"443";"17120";"msedge";"BASE"
"TCP";"ESTABLISHED";"192.168.0.197";"64714";"20.50.201.206";"443";"17120";"msedge";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1872";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"2869";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1548";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1372";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2456";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3260";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4512";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1520";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"10256";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5357";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.0.197";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
