"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"172.19.18.103";"49226";"142.251.128.142";"443";"27344";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"49781";"172.64.148.235";"443";"28772";"ChatGPT";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"50719";"172.217.114.4";"443";"7564";"language_server_windows_x64";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"50722";"172.217.114.4";"443";"7564";"language_server_windows_x64";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"51160";"142.251.129.110";"443";"27344";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"51257";"172.172.255.217";"443";"3784";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"51260";"160.202.130.41";"443";"9860";"AnyDesk";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"52286";"57.144.207.32";"443";"27344";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"52780";"108.177.123.188";"5228";"28772";"ChatGPT";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"52781";"2.18.57.126";"443";"15648";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"52782";"2.18.57.187";"443";"15648";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"52783";"2.18.57.187";"443";"15648";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"52784";"2.18.57.187";"443";"15648";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"52807";"2.18.57.187";"443";"15648";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"55457";"108.177.123.188";"5228";"28772";"ChatGPT";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"56028";"142.251.128.35";"443";"27344";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"56030";"4.160.58.169";"443";"5272";"MsMpEng";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"56031";"74.178.76.54";"443";"19164";"svchost";"NUEVA"
"TCP";"ESTABLISHED";"172.19.18.103";"56793";"142.251.128.35";"443";"27344";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"56961";"142.251.128.142";"443";"27344";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"57437";"52.168.117.168";"443";"19952";"OneDrive.Sync.Service";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"57439";"20.89.1.11";"443";"19952";"OneDrive.Sync.Service";"NUEVA"
"TCP";"ESTABLISHED";"172.19.18.103";"57442";"172.64.155.209";"443";"20876";"codex";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"57663";"108.177.123.188";"5228";"28772";"ChatGPT";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"59486";"20.190.173.144";"443";"20600";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"59829";"52.123.245.38";"443";"19952";"OneDrive.Sync.Service";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"59833";"34.54.84.110";"443";"2448";"language_server_windows_x64";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"60810";"54.213.148.27";"443";"4952";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"172.19.18.103";"60812";"142.250.0.95";"443";"2448";"language_server_windows_x64";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"60815";"172.217.114.4";"443";"2448";"language_server_windows_x64";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"60816";"172.217.114.4";"443";"2448";"language_server_windows_x64";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"60817";"20.190.173.144";"443";"20600";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"61608";"34.54.84.110";"443";"7564";"language_server_windows_x64";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"61612";"142.250.0.95";"443";"7564";"language_server_windows_x64";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"61966";"201.212.32.65";"443";"11788";"SearchHost";"NUEVA"
"TCP";"ESTABLISHED";"172.19.18.103";"62993";"142.251.129.3";"443";"27344";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"63349";"108.177.123.188";"5228";"27344";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"172.19.18.103";"64189";"142.251.129.174";"443";"27344";"chrome";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"64203";"4.150.223.100";"443";"3784";"OneDrive";"NUEVA"
"TCP";"ESTABLISHED";"172.19.18.103";"64210";"20.161.205.129";"443";"8944";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"64445";"172.172.255.216";"443";"5164";"svchost";"BASE"
"TCP";"ESTABLISHED";"172.19.18.103";"7070";"172.19.18.194";"53877";"9860";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1856";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1540";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1364";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2388";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3340";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4388";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1512";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"1660";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"51260";"0.0.0.0";"0";"9860";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"666";"0.0.0.0";"0";"18740";"python";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"9860";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"51151";"0.0.0.0";"0";"14156";"Antigravity IDE";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"62231";"0.0.0.0";"0";"29640";"Antigravity IDE";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"62232";"0.0.0.0";"0";"29640";"Antigravity IDE";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"62234";"0.0.0.0";"0";"2448";"language_server_windows_x64";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"62235";"0.0.0.0";"0";"2448";"language_server_windows_x64";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"63176";"0.0.0.0";"0";"14156";"Antigravity IDE";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"63178";"0.0.0.0";"0";"7564";"language_server_windows_x64";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"63179";"0.0.0.0";"0";"7564";"language_server_windows_x64";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"63197";"0.0.0.0";"0";"7564";"language_server_windows_x64";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"8765";"0.0.0.0";"0";"20884";"node";"OBSERVACION"
"TCP";"LISTENING";"172.19.18.103";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
