"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"192.168.100.8";"49348";"142.251.150.2";"443";"16716";"chrome";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"49351";"3.160.119.80";"443";"4904";"LenovoVantage-(VantageCoreAddin)";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"49352";"3.160.119.80";"443";"4992";"LenovoVantageService";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"49353";"20.190.173.129";"443";"22584";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49354";"20.190.173.129";"443";"22584";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49355";"20.99.185.48";"443";"16804";"SoftLandingTask";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"49418";"172.172.255.218";"443";"5188";"svchost";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"55907";"200.42.122.8";"443";"16716";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"57914";"142.251.128.78";"443";"16716";"chrome";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"59619";"172.64.150.28";"443";"14124";"Codex";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"62042";"54.224.94.179";"443";"16716";"chrome";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"63971";"172.172.255.216";"443";"12504";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"63973";"46.151.194.96";"443";"4880";"AnyDesk";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"64640";"54.190.76.168";"443";"16716";"chrome";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"64740";"64.233.190.188";"5228";"16716";"chrome";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1820";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1500";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1320";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2364";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3108";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4496";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1472";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"11828";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5357";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"4880";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"192.168.100.8";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
