"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"192.168.100.8";"49408";"172.172.255.218";"443";"5348";"svchost";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"49679";"189.1.174.47";"443";"4800";"AnyDesk";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49680";"20.190.173.69";"443";"3076";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49689";"20.190.173.69";"443";"3076";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49690";"20.190.173.69";"443";"3076";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"51042";"142.251.0.188";"5228";"17368";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"51081";"54.69.17.208";"443";"5088";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"51084";"4.160.58.170";"443";"5460";"MsMpEng";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"51085";"149.154.166.110";"443";"7228";"powershell";"SOSPECHOSA"
"TCP";"ESTABLISHED";"192.168.100.8";"52676";"31.13.94.52";"443";"17368";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"54272";"54.69.17.208";"443";"5088";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"54273";"20.184.175.16";"443";"5124";"MpDefenderCoreService";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"54275";"54.69.17.208";"443";"5088";"mc-fw-host";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"56994";"52.123.245.44";"443";"5124";"MpDefenderCoreService";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"57869";"142.251.0.188";"5228";"17368";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"58449";"52.110.14.66";"443";"13144";"StartMenuExperienceHost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"58461";"23.96.180.189";"443";"13144";"StartMenuExperienceHost";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"59855";"34.104.35.123";"80";"10828";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"60383";"142.251.129.67";"80";"4656";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"62427";"31.13.94.52";"443";"17368";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"63464";"52.110.14.73";"443";"13144";"StartMenuExperienceHost";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"64151";"31.13.94.52";"443";"17368";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"64226";"200.42.122.10";"80";"4656";"svchost";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"64227";"131.253.33.203";"80";"4656";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"64229";"200.42.122.10";"80";"4656";"svchost";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"64230";"131.253.33.203";"80";"4656";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1872";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1548";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1372";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2456";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3260";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4512";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1520";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"10256";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5357";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"4800";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"192.168.100.8";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
