"Protocol";"State";"LocalAddress";"LocalPort";"RemoteAddress";"RemotePort";"Pid";"ProcessName";"MonitorStatus"
"TCP";"ESTABLISHED";"192.168.100.8";"49398";"104.18.37.228";"443";"15080";"Codex";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"49444";"172.172.255.217";"443";"5348";"svchost";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"49682";"200.42.122.17";"443";"5088";"mc-fw-host";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49684";"44.240.204.23";"443";"5088";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"49690";"44.240.204.23";"443";"5088";"mc-fw-host";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"49715";"3.166.152.124";"443";"30256";"LenovoVantage-(GenericTelemetryAddin)";"NUEVA"
"TCP";"ESTABLISHED";"192.168.100.8";"49719";"3.160.119.117";"443";"5332";"LenovoVantage-(VantageCoreAddin)";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49725";"3.160.119.117";"443";"4892";"LenovoVantageService";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"49727";"104.16.144.246";"443";"29244";"LenovoVantage-(GenericMessagingAddin)";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"53361";"142.251.0.188";"5228";"15080";"Codex";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"55200";"20.190.173.145";"443";"5524";"svchost";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"57168";"52.110.14.79";"443";"23432";"explorer";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"57171";"52.97.28.130";"443";"23432";"explorer";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"57173";"52.97.51.162";"443";"23432";"explorer";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"57189";"172.172.255.217";"443";"14872";"OneDrive";"BASE"
"TCP";"ESTABLISHED";"192.168.100.8";"59162";"64.233.190.188";"5228";"23496";"chrome";"OBSERVACION"
"TCP";"ESTABLISHED";"192.168.100.8";"61764";"103.88.232.79";"443";"28096";"AnyDesk";"BASE"
"TCP";"LISTENING";"0.0.0.0";"135";"0.0.0.0";"0";"1872";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"445";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49664";"0.0.0.0";"0";"1548";"lsass";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49665";"0.0.0.0";"0";"1372";"wininit";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49666";"0.0.0.0";"0";"2456";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49667";"0.0.0.0";"0";"3260";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49668";"0.0.0.0";"0";"4512";"spoolsv";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"49670";"0.0.0.0";"0";"1520";"services";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5040";"0.0.0.0";"0";"10256";"svchost";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"5357";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"0.0.0.0";"7070";"0.0.0.0";"0";"28096";"AnyDesk";"OBSERVACION"
"TCP";"LISTENING";"127.0.0.1";"64694";"0.0.0.0";"0";"1404";"chrome";"OBSERVACION"
"TCP";"LISTENING";"192.168.100.8";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"192.168.56.1";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
"TCP";"LISTENING";"26.137.80.247";"139";"0.0.0.0";"0";"4";"System";"OBSERVACION"
